CodProducto;Nombre;ContenidoInternoCaja;ContenidoInternoBlister;ContenidoInternoUnidad;ValorCajaContado;ValorBlisterContado;ValorUnidadContado;InventarioCaja;InventarioBlister;InventarioUnidad
7702678050600;POLVO COMP. KALOE # 1 ALMENDRA15 GR;1;0;0;7500.00;.00;.00;1;0;0
100022222;CALCIBON D 800 UI 30 TAB + 15  TAB;1;0;0;55900.00;.00;.00;1;0;0
100001426;DIPIRONA 2ML 25 AMPOLLAS EC;25;0;1;59800.00;6000.00;4900.00;0;0;16
200038261;LUBRICANTE INTIMO K-Y GEL 15 GR;1;0;0;8900.00;.00;.00;1;0;0
7707019425048;CLONIDIN 10150MG 20 TABLETAS;1;0;0;7900.00;.00;.00;4;0;0
100022105;FORXIGA 10MG 28 COMP RECUB;1;0;0;99800.00;.00;.00;4;0;0
100023770;B-COMPLEX WITH B-12 90 CAPSULAS IVA;1;0;0;24900.00;.00;.00;1;0;0
100024459;GASTACID MENTA 12 SBS SURTIDO;12;0;1;23900.00;.00;2000.00;59;0;5
100025409;ESCITALOPRAM 10 MG 30 TAB MOMENTA;30;3;10;39800.00;13900.00;1500.00;2;0;0
200020380;GLICERINA PURA 500 L ATHOS;1;0;0;7900.00;.00;.00;1;0;0
7707186010610;CLONODEX CREMA 20 GR;1;0;0;15900.00;.00;.00;1;0;0
7709242009279;CLARXOL 24 TABLLETAS;24;3;8;18500.00;6500.00;1000.00;1;2;0
100019602;CIPROFIBRATO 100MG 10 TBS MK;1;0;0;5900.00;.00;.00;1;0;0
100022284;LEVOTIROXINA 50 MG 100 TAB PC;1;0;0;26600.00;.00;.00;6;0;0
200039015;DTE MEXSANA CLASICO SPRAY 260 ML;1;0;0;13800.00;.00;.00;1;0;0
200039021;DTE MEXSANA PIES SPRAY ULTRA 260 ML;1;0;0;13900.00;.00;.00;2;0;0
100019588;GASTRUM FAST MAST. TUTIFRUTI 48 UDS;48;8;6;53900.00;6800.00;1200.00;0;2;0
200024066;FILTRODERM EMULSION SFP 43  TUBO 60 GR;1;0;0;76900.00;.00;.00;2;0;0
100012872;QUERCETOL 500 MG 10 TABLETAS;10;0;1;44900.00;.00;4900.00;0;0;3
100018897;LANCETAS  GLUCOQUICK 50 UDS;1;0;0;18700.00;.00;.00;8;0;0
100025253;AFLORE SUP DIET 30 CASP;1;0;0;105900.00;.00;.00;1;0;0
100022131;FOSFOROVITAM 20 CAPS;1;0;0;49800.00;.00;.00;1;0;0
200039858;TOA HUGGIES LIMP EFECTIVA 120 UDS;1;0;0;5900.00;.00;.00;2;0;0
100010854;PROLERTUS 140 MG 10 CAPSULAS;1;0;0;37900.00;.00;.00;1;0;0
200037710;HOJAS DE BOLDO 5 GR 24 SB DROGAM;24;0;1;8900.00;.00;500.00;0;0;20
100014164;LANCETA GLUCOMETRIA A.CHEK SOFTCLIX 25UD;1;0;0;15900.00;.00;.00;4;0;0
100022846;CAL-MAG-ZING PLUS VD3 90 SOFTGELS;1;0;0;29800.00;.00;.00;1;0;0
200027623;CANULA NASAL ETERNA TALLA LARGE;1;0;0;2500.00;.00;.00;3;0;0
100025650;ALIDONA 5 MG 30 TAB AMLODIPINO;1;0;0;7900.00;.00;.00;7;0;0
100024819;MUVETT S 200/120 MG 60 TABLETAS;60;6;10;123900.00;24900.00;2500.00;0;5;0
7703712080508;HIDROPEP FCO 150 ML HID ALUM+ MAG+SIMET;1;0;0;11900.00;.00;.00;1;0;0
100016635;CATETER 24 GR INTRAVENOSO INVERFARMA;1;0;0;2900.00;.00;.00;1;0;0
200038246;JABON INT BABARIA ALMENDRAS DULCES 300 ML;1;0;0;14900.00;.00;.00;1;0;0
200040030;PROT SOLAR BABARIA PIEL SENSIBLE FPS50 200 ML;1;0;0;23900.00;.00;.00;3;0;0
200035705;BLOQ SOL-OR GEL REPAIR FPS 40 60 GR;1;0;0;56900.00;.00;.00;1;0;0
200010153;LAPICERO PUNTA FINA 0.7MM NEGRO FABER;12;0;1;5900.00;.00;700.00;4;0;0
200039648;TRAT NUTRIBELA CAUTERIZACION 70 ML 14 UD;14;0;1;44700.00;.00;3000.00;0;0;5
200032612;REPELENTE AUTAN FAMILY CREMA 60 ML;1;0;0;4900.00;.00;.00;1;0;0
100025124;CARVEDIDOL 25 MG 30 TAB MK;1;0;0;19900.00;.00;.00;3;0;0
200035559;CREMA P.PEINAR SAVITAL COLAGENO 275 ML;1;0;0;10900.00;.00;.00;1;0;0
100023001;BENZIRIN VERDE ASEPTIC 120 ML;1;0;0;41900.00;.00;.00;2;0;0
200037596;LUBRIDERM RESTAURACION 400 ML;1;0;0;22900.00;.00;.00;1;0;0
7709740450375;PRANEXXIN 500 MG 6TAB RECU;1;0;0;23900.00;.00;.00;1;0;0
200026896;BETUN EN PASTA BOWY MARRON 32 GR;1;0;0;2900.00;.00;.00;2;0;0
100025685;BELLANEW 1.5MG/2.0MG 28 TABLETAS;1;0;0;37900.00;.00;.00;1;0;0
7708507552727;BEBIDA HIDRATANT RECOVERY;6;0;1;15900.00;.00;2500.00;1;0;4
100024862;BIFLACE FAST 50MG 2 TBS MASTICABLE IC MQ;2;0;1;13900.00;.00;.00;1;0;1
100025971;ESOMEPRAZOL20 MG 30 TAB ICOM;30;3;10;35900.00;12900.00;1500.00;2;2;3
100025972;ESOMEPRAZOL40 MG 14TAB ICOM;1;0;0;19900.00;.00;.00;1;0;0
7709947559789;HIDROPIEL 30 GR CREMA KETOCONAZOL;1;0;0;11900.00;.00;.00;1;0;0
7707199119010;VALERIANA GOTAS 30 ML ZIRAVIE;1;0;0;5900.00;.00;.00;2;0;0
200032576;2 DTE YODORA ROLLO POWDERFRESH 53GR;1;0;0;19800.00;.00;.00;3;0;0
200039042;MORDISQUETAS SURTIDAS 24 UDS;24;0;1;5900.00;.00;400.00;6;0;10
200023327;AGUJA PARA PENBD 31GX5MM 100 UDS;100;0;1;59800.00;.00;600.00;0;0;32
200036740;JABON JJ LIBRE DE GERMENES 125 GR;1;0;0;2500.00;.00;.00;1;0;0
100024013;BIO GLICOL S.ELEC.ADULTO 17GR POL.10SBS;10;0;1;29800.00;.00;4000.00;0;0;2
7707274723224;BACTROSAFE TABLETAS 3;1;0;0;14900.00;.00;.00;1;0;0
100000158;SYNTHROID 112 MCG 30 TABLETAS;1;0;0;40900.00;.00;.00;1;0;0
100025026;FEXOFENADINA 120 MG 10 TAB PC;1;0;0;29800.00;.00;.00;1;0;0
ANTIBACTERIAL02;GEL ANTIBACTERIAL 32 ML;1;0;0;2900.00;.00;.00;12;0;0
100022176;ZIPED FORTE 4MG SOLUCION 90 ML;1;0;0;19800.00;.00;.00;8;0;0
100021850;TRAUMEL FRASCO 50 TABLETAS;1;0;0;55000.00;.00;.00;2;0;0
5901234126861;TOALLITAS HUMEDAS NIKOLS BABY 110 UDS;1;0;0;7900.00;.00;.00;3;0;0
001A;TAPABOCAS  BLANCO BOLSA 50 UDS;50;0;1;21900.00;.00;700.00;11;0;5
200038328;IGORA KIT BRILLANCE 634 CHOCOLATE IRRES D/T;1;0;0;21900.00;.00;.00;1;0;0
200039161;GOLOCHIPS FESTIVAL 20 UN;24;0;1;16900.00;.00;800.00;1;0;16
7709492276643;VITAMINA C KEOPS VIT C 100 UDS STDA;100;10;10;34900.00;4000.00;500.00;0;0;5
001100;GEL ANTIBACTERIAL SANIGEL 500ML;1;0;0;9800.00;.00;.00;10;0;0
000101;GEL ANTIBACTERIAL SANIGEL 1000ML;1;0;0;22900.00;.00;.00;1;0;0
200040054;PAN TENA PANTS CLASICO MEDIO 16 UDS;1;0;0;38600.00;.00;.00;3;0;0
7706263003835;PLAQUINOL 200MG TABLETAS;20;2;10;98900.00;52900.00;6000.00;1;1;0
200038273;ALCANFOR REFINADO 60 TAB DISFARMACOL7707330053128;60;0;1;49800.00;.00;1000.00;1;0;72
100017200;EMULSION LEDMAR CEREZA 250 ML;1;0;0;7900.00;.00;.00;1;0;0
100017202;EMULSION LEDMAR NARANJA 250 ML;1;0;0;7900.00;.00;.00;1;0;0
COLUSTRUM;COLUSTRUM 500 MG 30 TABLETAS;1;0;0;28900.00;.00;.00;3;0;0
200039613;DTE DOVE SPRAY MENCARE 89 GR  MEN;1;0;0;14900.00;.00;.00;3;0;0
200030118;SYSTANE LID WIPES PAÑOS 30 UDS;1;0;0;53900.00;.00;.00;1;0;0
100024580;ATORVASTATINA 20 MG 50 TABLETAS LP;50;5;10;27900.00;6700.00;700.00;2;1;0
200011127;COLORIS KIT 71 RUBIO MEDIANO CENIZO 1 TUBO;1;0;0;8900.00;.00;.00;1;0;0
100019122;EVALAX POLVO 250 GR;1;0;0;55900.00;.00;.00;2;0;0
7709147928422;ALCOHOL INQUIMICOL 1000 ML SPRAY;1;0;0;11900.00;.00;.00;2;0;0
VITAMINA C KEOP;VITAMINA C KEOPS VIT C TUBO 20 UDS;1;0;0;9800.00;.00;.00;17;0;0
7702605103959;SERTRALINA DE 100 MGR;1;0;0;44900.00;.00;.00;1;0;0
200040420;BARRA CEREAL TOSH ARAN. NUECES 23 GR 6 UDS;6;0;1;7000.00;.00;1200.00;0;0;5
100025651;ALIDONA 10 MG 30 TAB AMLODIPINO;30;3;10;12900.00;3500.00;500.00;1;2;0
200022812;CICATRIFORT CREMA 80 GR;1;0;0;35900.00;.00;.00;1;0;0
7707019328622;EUTARPAN 10 MG 100 TABLETAS LORATADINA;100;10;10;49800.00;5900.00;250.00;0;16;0
CARETA;CARETA TRANSPARENTE;1;0;0;3000.00;.00;.00;20;0;0
1038;GUANTES NITRILO DERMA - FLEX;1;0;0;47900.00;.00;.00;1;0;0
100023450;PROXTEN PLUS SUP OFT 5 ML;1;0;0;37900.00;.00;.00;1;0;0
200039711;CHA VANART ANTI-ESPONJADO 600 ML;1;0;0;13900.00;.00;.00;2;0;0
200038990;VASELINA BLOFARMA BDC 400 GR;1;0;0;8900.00;.00;.00;1;0;0
100013315;DEFLAZACORT 30 MG 0 TABLETAS GF;1;0;0;29800.00;.00;.00;4;0;0
200039444;CHA MARIA SALOME TRADI SENSITIVE 400 ML;1;0;0;21900.00;.00;.00;2;0;0
200030338;NUTRISSE GARNIER 2.1 NEGRO AZUL  1TUBO;1;0;0;8900.00;.00;.00;1;0;0
200040264;ENJUAGUE COLGATE PLAX MENTA 500 ML;1;0;0;13900.00;.00;.00;1;0;0
100019961;CARDIOCAP 40MG 28 CAPSULAS;1;0;0;13900.00;.00;.00;2;0;0
7709492276681;VITAMINA C+ZINC (KEOPS VITC);100;10;10;39000.00;4000.00;200.00;2;9;0
7703432426372;EXPODES (DESLORATADINA 5MG);1;0;0;9800.00;.00;.00;1;0;0
200037180;PRESERVATIVO TODAY MIX 4UND;1;0;0;15900.00;.00;.00;1;0;0
200014646;ALCOHOL JGB 350 ML;1;0;0;4900.00;.00;.00;3;0;0
200040836;TAPABOCAS MPX 3CAPAS SUR 50UDS;50;10;5;22900.00;3000.00;500.00;6;1;2
200040320;ENJUAGUE WHOLE FRESH CONT CALCULO 250 ML;1;0;0;6900.00;.00;.00;2;0;0
200040506;GUNTE FAST CARE VINILO T/S 100 UDS;1;0;0;19800.00;.00;.00;4;0;0
200040448;JERINGA FAST CARE 3P 5ML 21X1.1/2 100UDS;100;0;1;23900.00;.00;500.00;10;0;37
100026029;NAFAZOLINA SOLUCION OFTALMICA 7.5 ML ML;1;0;0;7900.00;.00;.00;1;0;0
7709990202700;SOUXA NITAZOXANIDA 500 MG 6 TB;1;0;0;22900.00;.00;.00;1;0;0
7708952877116;BRO-GU JARABE EXPECOTORANTE 125 ML JBE;1;0;0;14900.00;.00;.00;1;0;0
100021305;WARFARINA  5 MG 30 TAB MK;30;3;10;26300.00;8500.00;1000.00;5;0;0
7730979091312;TOPICTAL (TOPIRAMATO) 25MG;1;0;0;13900.00;.00;.00;1;0;0
200037643;PILA VARTA ALKALINA AA 6 UDS;1;0;0;8900.00;.00;.00;1;0;0
100022069;LOSARTAN 100 MG 15 TABLETAS MK;1;0;0;19800.00;.00;.00;5;0;0
100023664;TEARSOF SOLUCION OFT 15 ML 2UDS;1;0;0;46000.00;.00;.00;2;0;0
100017208;ROSUASTATINA 20 MG 14 TAB GF;1;0;0;52900.00;.00;.00;2;0;0
200038183;DTE BALANCE CREMA CLIN CARE 50 GR DAMA;1;0;0;16900.00;.00;.00;1;0;0
100024532;CARVEDIDOL 6.25 MG MK 30 TAB;1;0;0;6900.00;.00;.00;2;0;0
200037651;CREMA ORAL-B KIDS MICKY 50 GR;1;0;0;4800.00;.00;.00;2;0;0
200037625;CREMA ORAL-B KIDS MINNIE 50 GR NIÑA;1;0;0;4800.00;.00;.00;1;0;0
100025099;LOSARTAN 50 MG 30 TABLETAS MK;1;0;0;13900.00;.00;.00;1;0;0
703980859391;GEL ANTIBACTERIAL INFINITO 1000ML;1;0;0;23900.00;.00;.00;2;0;0
100025313;SAL DE FRUTAS LUA PLUS 20 SB;20;0;1;45900.00;.00;2400.00;2;0;7
200039257;AGUA COLONIA BABARIA LAVANDA 600ML;1;0;0;19800.00;.00;.00;1;0;0
200038874;AGUA COLONIA BABARIA ROYALE 600 ML;1;0;0;19800.00;.00;.00;1;0;0
100021080;PARALGEN 10 TAB;1;0;0;43900.00;.00;.00;1;0;0
200034253;TOA HUMEDAS AMOROSITO 25 UDS;1;0;0;3200.00;.00;.00;3;0;0
100020913;DERMI CLEAR LOCION 100 ML;1;0;0;12900.00;.00;.00;1;0;0
200032971;DERMICLEAR PIEL  GEL 120 ML;1;0;0;10900.00;.00;.00;2;0;0
100017380;TINIDAZOL 500 MG 48 TAB ECAR;48;6;8;23900.00;4900.00;500.00;0;1;0
100023307;POTASIO NATURAL 60 CAPSULAS NAT FRES;1;0;0;24900.00;.00;.00;1;0;0
100025580;URSACOL 300 MG 20 TAB;1;0;0;58900.00;28900.00;3500.00;1;1;0
200040655;PESTAÑINA VOGUE AMOR A PRIM VISTA 9 GR;1;0;0;16900.00;.00;.00;1;0;0
100026008;SLINDA DROSPIRENONA 4 MG 28 TAB;1;0;0;36900.00;.00;.00;2;0;0
100023086;MOXIFLOXACINO 400 MG 7 TBS GF(M)51520;1;0;0;35900.00;.00;.00;1;0;0
100010723;SECNIDAZOL 500 MG SUSP 18 ML PC;1;0;0;9900.00;.00;.00;1;0;0
100018580;FEMTROL CRM/VAGINAL 20 GR;1;0;0;26900.00;.00;.00;1;0;0
10021826;BUCOXOL TRIPLE ACCION COOLMINT 100 TAB;100;10;10;76900.00;9800.00;1000.00;0;1;0
100015615;LARVISOL SUP  100 MMG 30 ML NITAZOXANIDA;1;0;0;21900.00;.00;.00;2;0;0
100024203;SUPERFLUX FORTE 240 ML MENTA;1;0;0;32900.00;.00;.00;1;0;0
100019956;ROSUVINA 20 MG 28 TABLETAS;1;0;0;78900.00;.00;.00;1;0;0
200038977;LUBRICANTE SEN  INTIMO CALIENTE  5 ML;1;0;0;9800.00;.00;.00;1;0;0
100025237;ICOBYL 120 ML;1;0;0;19800.00;.00;.00;1;0;0
7707175800055;TRAMOTAL 500 MG 50 CAP ICOFARMA;50;5;10;47900.00;9800.00;1000.00;0;0;7
7702006299985;CHA. EGO FORMEN FORCE 230 ML;1;0;0;9800.00;.00;.00;1;0;0
18202;TAPABOCAS NAC. T/SELL BLANCO REG 18201 50 UDS;50;10;5;35900.00;6000.00;2.00;1;1;0
100022655;JANUMET XR 50/1000GR 28TABLETAS;1;0;0;63900.00;.00;.00;1;0;0
200037992;VENDA FLEXON FIJA COLOR PIEL 5X5;1;0;0;3900.00;.00;.00;2;0;0
200000712;TINTE IRIS 35FUCSIA 9 GR;1;0;0;1800.00;.00;.00;2;0;0
100018810;VERONIQ MINI 21 TABLETAS;1;0;0;25900.00;.00;.00;3;0;0
7703454123235;HIDROTEN 12.5 MGR;1;0;0;55900.00;.00;.00;1;0;0
7702993038215;DULCE BIANCHI 65 GR STDO;1;0;0;1800.00;.00;.00;16;0;0
100023675;DEFEROL 2000 UI 30 CAP PC;1;0;0;29800.00;.00;.00;4;0;0
200040583;REMOV LANDER PROT 55 ML +ESMALTE;1;0;0;6500.00;.00;.00;4;0;0
100021983;ALOE VERA HEALTHY 25 MG 100 SOFT;1;0;0;28900.00;.00;.00;1;0;0
100024523;VITAMIN E 1000 IU 60 SOFTGELS;1;0;0;46900.00;.00;.00;1;0;0
200026607;PALILLOS DENTALES SOFT PICK GUM 15 UDS;1;0;0;7900.00;.00;.00;4;0;0
100000185;ISOPTO ATROPINA 1% SOL OFTTALMICA 5 ML;1;0;0;24900.00;.00;.00;1;0;0
7707355055657;OTOSEC HC 0.3% GOTAS 10ML;1;0;0;56900.00;.00;.00;1;0;0
100023101;DOXU 5/250MG 10 TABLETAS);10;2;5;45900.00;23900.00;5000.00;2;0;0
100023411;DESENLAFAXINA 50 MG 30 TAB MK;1;0;0;29900.00;.00;.00;1;0;0
200038450;TOA. STAYFREE ESP ALAS DIPS.42UDS;1;0;0;11900.00;.00;.00;2;0;0
7709990706635;TRAMADOL 50MG/1ML;1;0;0;3900.00;.00;.00;6;0;0
200039900;CEPILLO FLUOCARDEN LIMPIEZA MAX  2 UD;1;0;0;6800.00;.00;.00;1;0;0
100022421;PLENIV 30 CAPSULAS BLANDAS PC;1;0;0;35900.00;.00;.00;1;0;0
100023003;GRIPP HELL 50 TABLETAS;1;0;0;48900.00;.00;.00;1;0;0
200036016;CEP WHOLE FRES MUNDO  TUTTY NIÑO;1;0;0;4900.00;.00;.00;1;0;0
7702186021369;POLVOS NAILEN SANTINADO 14 GR;1;0;0;5900.00;.00;.00;2;0;0
100024351;EXELAGENO SUPL. DIETARIO 30 CAP;1;0;0;89900.00;.00;.00;1;0;0
200040986;TOA HUM ANTIBACTERIAL PEQUEÑIN 10 UD;1;0;0;2000.00;.00;.00;1;0;0
100026227;ESP TELABLANCO FASTCARE 1X5 UN ICM;1;0;0;5900.00;.00;.00;1;0;0
100026148;HIDRASOL 60 ZINC COCO 500 ML;1;0;0;6900.00;.00;.00;25;0;0
200040918;JABON LIQ SOTTILE ALOE DOYPACK 1000 ML;1;0;0;12900.00;.00;.00;8;0;0
200040919;JABON LIQ SOTTILE AVENA DOY PACK 1000 ML;1;0;0;12900.00;.00;.00;3;0;0
200040252;ASEPXIA CARBON GEL EXFOLIANTE 120;1;0;0;20900.00;.00;.00;1;0;0
200040254;ASEPXIA MASCARILLA PIEL OFF 30 GR;1;0;0;13900.00;.00;.00;3;0;0
100020006;MULTIFLORA 30 CAPSULAS (A) (PAE);1;0;0;118900.00;.00;.00;1;0;0
200036459;DTE DOVE ROLON DERMOACLARANT 50 ML 2UDS;1;0;0;23700.00;.00;.00;7;0;0
100025778;RIFAMED 550 MG 28 TABLETAS;1;0;0;155900.00;.00;.00;1;0;0
100022514;ACETAMINOFEN FORTE 48 TABLETAS MK;48;4;12;36900.00;9800.00;1000.00;1;0;0
200040439;CHICLE EXTRA MENTA UD;1;0;0;3500.00;.00;.00;2;0;0
100024847;BUCALIV MENTA 12 TABLETAS;1;0;0;13900.00;.00;.00;1;0;0
200011253;EUCERIN UREA 10% CREMA PIES 100 ML;1;0;0;63900.00;.00;.00;1;0;0
7702993038963;MASMELOS TRULULU 60 GR UDS;1;0;0;1800.00;.00;.00;13;0;0
200038795;CREMA SENSODYNE RAP ALIVIO BLANQ 100 GR;1;0;0;23900.00;.00;.00;2;0;0
7707239275744;HIALTEARS GOTAS 15 ML GTS 10 ML;1;0;0;51000.00;.00;.00;2;0;0
200039999;COPA ADVANCE MESTRUAL TALLA L;1;0;0;16900.00;.00;.00;2;0;0
7702011032966;CHOCO BREAK MEGABALL;12;0;1;4900.00;.00;600.00;1;0;11
7702011063359;COFFEE BOMBON 24UN;24;0;1;4900.00;.00;400.00;0;0;17
7702011074263;GOMAS GRISLY SPLASH 100UN;100;0;1;8300.00;.00;100.00;2;0;0
200005888;MAGNESIA GUILLOT 50 UDS;50;0;1;39800.00;.00;1300.00;0;0;40
200039418;DTE.REX.AER CLASS MEN 90G+TAL.EFF 60GR H;1;0;0;12900.00;.00;.00;1;0;0
100024175;DAPTOMIX 5% GEL TOPICO 20 GR;1;0;0;95900.00;.00;.00;1;0;0
200024871;PERA LAVADO DE OIDO RICHARD;1;0;0;7500.00;.00;.00;1;0;0
100018691;S-ORIPOL FORTE 500 MG 100 CAPSULAS;100;10;10;209800.00;22900.00;2400.00;1;3;4
100017644;BETAHISTINA 8 MG 20 TABLETAS LS;20;2;10;35900.00;17900.00;2000.00;2;0;0
7707019381207;CORTIDEXAN 6 MG 10 TAB BQ DEFLAZACORT;1;0;0;22300.00;.00;.00;7;0;0
7703712036093;METOCARBAMOL 750 MG 30 TAB COASPARMA;30;3;10;14900.00;5300.00;700.00;1;1;0
7709299854204;PRUEBA DE EMBARAZO CASSETTE CICOFAR;1;0;0;6900.00;.00;.00;27;0;0
7709881363206;ALBACZITROL 200 MG/ 5 ML ALDA;1;0;0;16900.00;.00;.00;5;0;0
100024881;PROLARDII 1.3 GR 20 SOBRES;20;0;1;69000.00;.00;4000.00;1;0;12
200038106;CHA KONZIL JENGIBRE + VIT C 375 ML;1;0;0;10900.00;.00;.00;1;0;0
100000175;AFLAREX SUSPENSION OFTALMICA 5 ML;1;0;0;49800.00;.00;.00;1;0;0
606110059169;GUANTES DE  LATEX TANGERINE M 100 UDS;1;0;0;39800.00;.00;.00;1;0;0
200015252;CURAS COVERPLAST STANDAR 20 UDS;1;0;0;4900.00;.00;.00;2;0;0
200038475;TOALLAMATERNITY 10 UDS;1;0;0;6900.00;.00;.00;4;0;0
200010557;VIC APORUB 50 GRAMOS 2 UDS;1;0;0;21800.00;.00;.00;4;0;0
2000041409;TOA NOSOTRAS PLUS CAL GEL COMBO;1;0;0;5900.00;.00;.00;1;0;0
100025647;ETORICOXIB 90 MG 14 TAB MOMENTA;1;0;0;33900.00;.00;.00;1;0;0
200038514;PROT CAREFREE MULTIFLEXI BRISA 60 UDS;1;0;0;7900.00;.00;.00;2;0;0
200018220;PILA EVEREADY AA BLISTER 10 UDS;10;0;1;15900.00;.00;2000.00;0;0;3
100025334;HELICOM 30 CAP;1;0;0;49800.00;.00;.00;1;0;0
200030651;BLOQ SUNDOWN FPS 50 200 ML;1;0;0;42900.00;.00;.00;2;0;0
200041132;TRA.PANTENE RESTAURACION 3MM 30 ML 8 SBS;8;0;1;8500.00;.00;1500.00;2;0;0
100020339;COMPLEJO B 2 ML 25 AMPOLLAS ECAR;25;0;1;149000.00;.00;7900.00;0;0;16
200039480;MAQ.SCHICK QUATTRO TITAN.MAS 2 REP. P.E;1;0;0;15900.00;.00;.00;3;0;0
7702535010280;SODA SCHWEPPER 400 ML 12 UDS;12;0;1;14900.00;.00;1500.00;5;0;0
100024568;HIOSCINA SIMPLE 20 MG/1ML 10 AMP VITALIS;10;0;1;34000.00;.00;7900.00;1;0;0
100022844;GINKGO BILOBA HEALTHY 60 MG 60 CAP;1;0;0;24900.00;.00;.00;2;0;0
7703234104584;BIOMICILINA 500/125MG 14 TAB;1;0;0;79800.00;.00;.00;1;0;0
100004141;CONCOR 2.5 MG 30 TAB;1;0;0;13900.00;.00;.00;3;0;0
7707565462191;COMPLEX 3D 450 GR 30 SOBRES;30;0;1;79800.00;.00;3000.00;2;0;0
100024311;MENOCAL STEVIA 100 TBS PG 1 LL 2;1;0;0;9800.00;.00;.00;1;0;0
200036951;DTE.DOVE BARRA DERMOACLARNT 50GR P.E 2 UDS;1;0;0;26900.00;.00;.00;2;0;0
200041539;REPELENTE MOSKIU HERBAL 120 ML LB;1;0;0;11900.00;.00;.00;4;0;0
100019969;ROSUVINA 40 MG 28 TABLETAS (A);1;0;0;62900.00;.00;.00;1;0;0
200038576;TOA.NOSOTRAS INVIS.ANTIBACTERIAL 10 UDS;1;0;0;4300.00;.00;.00;2;0;0
200030699;CREMA GUABA VITAMINA E + ALOE 60 GR;1;0;0;10900.00;.00;.00;1;0;0
100021486;GUAYAPROFF GUAYACOLATO  JBE120 ML;1;0;0;5900.00;.00;.00;2;0;0
200040934;TAMPON OB SUPER DIGITAL 8 UDS;1;0;0;8900.00;.00;.00;5;0;0
200032692;DTE ARDEN FORM MEN ONCE 60 GR CREMA;1;0;0;9900.00;.00;.00;1;0;0
2000101177777;COLYPAN 200 MG 30 TAB;30;2;15;29800.00;14900.00;1500.00;5;0;1
100026136;ALKA-SELTZER PAGUE 16 LLEVE 20;1;0;0;13900.00;.00;.00;1;0;0
7702037652759;PROTECTOR PEZONERA MUNCHI;1;0;0;7900.00;.00;.00;1;0;0
7706309711106;FOSFOROVITAM CAMSULAS X 60;60;6;10;79800.00;13900.00;1500.00;1;0;0
7703153038809;VITAMINA D 2000 UI X 30 CAPSULAS;1;0;0;18300.00;.00;.00;3;0;0
200035827;CHA.DOVE BABY HUMECTACION SENSIBLE.400ML;1;0;0;18900.00;.00;.00;2;0;0
100026353;BACTRODERM ALCOHOL CON GLICERINA 58 ML;1;0;0;3900.00;.00;.00;22;0;0
200041616;CHA.KONZIL RESTAURACION 375 ML;1;0;0;10900.00;.00;.00;1;0;0
200039679;CHA.HEAD-SHOU.PUR.CAP 375ML+CHA.180MLP.E;1;0;0;26500.00;.00;.00;2;0;0
200041637;CHA.PANTENE BAMBU 400ML+AC.3M 170ML P.E;1;0;0;27500.00;.00;.00;1;0;0
200041641;MAQUINA AFEITAR MACH 3 2 REP;1;0;0;23500.00;.00;.00;2;0;0
200041642;TAMPON NOSOTRAS DIGITAL REGULAR 10 UDS;1;0;0;7200.00;.00;.00;3;0;0
200041644;TOA.NOSOTRAS.NAT.INV.CLA.10U+8ULTR.P.E.;1;0;0;5800.00;.00;.00;1;0;0
100017849;DERMA Q CREMA TOPICA 20 GR LS;1;0;0;35900.00;.00;.00;1;0;0
200039748;POLVOS COMPACTOS VOGUE CALIDO 14 GR;1;0;0;6500.00;.00;.00;1;0;0
100020210;METACET 500 MG/350 MG 30 TAB LAB AMERICA;30;3;10;18900.00;6900.00;1000.00;0;2;0
7703111002941;COCADAS COPIELIA 15 GR 40 UDS;40;0;1;19800.00;.00;400.00;0;0;28
200027993;CREMA NIVEA BODY HIDRATANTE 1000 ML;1;0;0;32900.00;.00;.00;2;0;0
100024391;SEVEDOL EXTRA FUERTE 8 TABLETAS;1;0;0;7900.00;.00;.00;8;0;0
200041566;CREMA PEINAR PANTENE BAMBU 300ML;1;0;0;12900.00;.00;.00;2;0;0
100025376;TRAMADOL 100MG/2ML 1 AMPOLLA VT;1;0;0;3900.00;.00;.00;1;0;0
200040725;TRAT NUTRIBELA REP INTENSIVA 15 300  ML;1;0;0;13900.00;.00;.00;2;0;0
100022001;PANTOPRAZOL 20 MG 30 TABLETAS PC;30;3;10;49900.00;17900.00;2000.00;2;1;0
200040466;DTE.LADY SPEED PRO5 BARRA 45 GR P.E.;1;0;0;17800.00;.00;.00;1;0;0
100022484;GASA LUBRICADA PHARMATEX 1/2 X1 YD;1;0;0;4900.00;.00;.00;3;0;0
100022485;GASA LUBRICADA PHARMATEX 7.5X7.5CM 5 SB;1;0;0;6900.00;.00;.00;8;0;0
100026027;FLEMOXIN 250MG/5ML 120 ML;1;0;0;21900.00;.00;.00;23;0;0
200011741;CREMA NIVEA BODY SOFT MILK SECA 400 ML;1;0;0;19800.00;.00;.00;2;0;0
100001963;LAMICTAL DISPERS.25 MG 30TBS (SC);1;0;0;13900.00;.00;.00;1;0;0
100023802;FEXOFENADINA 180 MG 10 TBS ECAR;1;0;0;39800.00;.00;.00;1;0;0
100025424;CICLOBENZAPRINA 10 MG. 15 TAB MOMENTA;1;0;0;23900.00;.00;.00;2;0;0
100023649;QUIMORAL FORTE 400MG 10 TBS;1;0;0;8900.00;.00;.00;1;0;0
