ID,Tipo,SKU,Nombre,Publicado,¿Está destacado?,Visibilidad en el catálogo,Descripción corta,Descripción,Día en que empieza el precio rebajado,Día en que termina el precio rebajado,Estado del impuesto,Clase de impuesto,¿En inventario?,Inventario,Cantidad de bajo inventario,¿Permitir reservas de productos agotados?,¿Vendido individualmente?,Peso (kg),Longitud (cm),Anchura (cm),Altura (cm),¿Permitir valoraciones de clientes?,Nota de compra,Precio rebajado,Precio normal,Categorías,Etiquetas,Clase de envío,Imágenes,Límite de descargas,Días de caducidad de la descarga,Superior,Productos agrupados,Ventas dirigidas,Ventas cruzadas,URL externa,Texto del botón,Posición,Nombre del atributo 1,Valor(es) del atributo 1,Atributo visible 1,Atributo global 1
,simple,200010092,PRESERVAT.TODAY PUNTO G 3 UDS,1,,visible,,,,,,,1,5,,,,,,,,,,,11000.00,,,,,,,,,,,,,,,,,
,simple,100000952,ISODINE SOLUCION 120 ML,1,,visible,,,,,,,1,3,,,,,,,,,,,15900.00,,,,,,,,,,,,,,,,,
,simple,C100000952,ISODINE SOLUCION 120 ML,1,,visible,,,,,,,1,2,,,,,,,,,,,17800.00,,,,,,,,,,,,,,,,,
,simple,7702195867217,ISODINE SOLUCION 120 ML,1,,visible,,,,,,,1,1,,,,,,,,,,,16900.00,,,,,,,,,,,,,,,,,
,simple,100003873,CEFALEXINA 250 MG SUSPENSION 60 ML AG,1,,visible,,,,,,,1,3,,,,,,,,,,,5900.00,,,,,,,,,,,,,,,,,
,simple,7702057711368,PROPANOLOL CLORHIDRATO 40 MG 30 TAB,1,,visible,,,,,,,1,2,,,,,,,,,,,11500.00,,,,,,,,,,,,,,,,,
,simple,200020182,GEL ANTIBACTERIAL BACTERION  300 ML,1,,visible,,,,,,,1,2,,,,,,,,,,,10800.00,,,,,,,,,,,,,,,,,
,simple,G200020182,GEL ANTIBACTERIAL BACTERION  300 ML,1,,visible,,,,,,,1,7,,,,,,,,,,,7900.00,,,,,,,,,,,,,,,,,
,simple,100000449,TRAVAD ORAL LIMON 133 ML,1,,visible,,,,,,,1,2,,,,,,,,,,,20900.00,,,,,,,,,,,,,,,,,
,simple,7702057012007,TRAVAD ORAL LIMON 133 ML,1,,visible,,,,,,,1,2,,,,,,,,,,,19800.00,,,,,,,,,,,,,,,,,
,simple,200001727,VICK VAPORUB 50 GR,1,,visible,,,,,,,1,5,,,,,,,,,,,14800.00,,,,,,,,,,,,,,,,,
,simple,C200001727,VICK VAPORUB 50 GR,1,,visible,,,,,,,1,2,,,,,,,,,,,14800.00,,,,,,,,,,,,,,,,,
,simple,200002033,BICARBONATO DE SODIO 100 GR PROMEGAN,1,,visible,,,,,,,1,3,,,,,,,,,,,2000.00,,,,,,,,,,,,,,,,,
,simple,100024082,BRONQUISAN JALEA ADULTO JARABE 240 ML,1,,visible,,,,,,,1,1,,,,,,,,,,,11800.00,,,,,,,,,,,,,,,,,
,simple,200008423,CHA.PANTENE LISO EXTREMO A.PROV 200 ML,1,,visible,,,,,,,1,1,,,,,,,,,,,10900.00,,,,,,,,,,,,,,,,,
,simple,C200008423,CHA.PANTENE LISO EXTREMO A.PROV 200 ML,1,,visible,,,,,,,1,2,,,,,,,,,,,10500.00,,,,,,,,,,,,,,,,,
,variable,100017401,ALKA SELTZER EXTREME 20 SOBRES,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100017401-Caja,ALKA SELTZER EXTREME 20 SOBRES - Caja,1,,visible,,,,,,,1,1,,,,,,,,,,,34900.00,,,,,,,100017401,,,,,,1,Presentacion,Caja,,
,variation,100017401-Unidad,ALKA SELTZER EXTREME 20 SOBRES - Unidad,1,,visible,,,,,,,1,9,,,,,,,,,,,2000.00,,,,,,,100017401,,,,,,1,Presentacion,Unidad,,
,variable,C100017401,ALKA SELTZER EXTREME 20 SOBRES,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,C100017401-Caja,ALKA SELTZER EXTREME 20 SOBRES - Caja,1,,visible,,,,,,,1,2,,,,,,,,,,,33000.00,,,,,,,C100017401,,,,,,1,Presentacion,Caja,,
,variation,C100017401-Unidad,ALKA SELTZER EXTREME 20 SOBRES - Unidad,1,,visible,,,,,,,1,14,,,,,,,,,,,2000.00,,,,,,,C100017401,,,,,,1,Presentacion,Unidad,,
,simple,7702132009557,PRESERVAT.TODAY TRIPLE PLEASURE 3 UDS ,1,,visible,,,,,,,1,7,,,,,,,,,,,11000.00,,,,,,,,,,,,,,,,,
,simple,100002316,DIOXOGEN LIQUIDO 120 ML,1,,visible,,,,,,,1,1,,,,,,,,,,,3900.00,,,,,,,,,,,,,,,,,
,simple,C100002316,DIOXOGEN LIQUIDO 120 ML,1,,visible,,,,,,,1,2,,,,,,,,,,,3800.00,,,,,,,,,,,,,,,,,
,simple,G100002316,DIOXOGEN LIQUIDO 120 ML,1,,visible,,,,,,,1,3,,,,,,,,,,,3100.00,,,,,,,,,,,,,,,,,
,simple,7702001024018,FRUTTO NECTAR  300 ML,1,,visible,,,,,,,1,5,,,,,,,,,,,2000.00,,,,,,,,,,,,,,,,,
,simple,200023027,TAPABOCA DES.INVER.AZUL 50 UDS EMP.IND,1,,visible,,,,,,,1,44,,,,,,,,,,,800.00,,,,,,,,,,,,,,,,,
,simple,7702123006916,APRONAX LIQUID GEL 275 MG 8 CAPSULAS,1,,visible,,,,,,,1,1,,,,,,,,,,,12900.00,,,,,,,,,,,,,,,,,
,variable,7702402050715,PALETA CHOCOLISTO 52 G ,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7702402050715-Caja,PALETA CHOCOLISTO 52 G  - Caja,1,,visible,,,,,,,1,1,,,,,,,,,,,20000.00,,,,,,,7702402050715,,,,,,1,Presentacion,Caja,,
,variation,7702402050715-Unidad,PALETA CHOCOLISTO 52 G  - Unidad,1,,visible,,,,,,,1,29,,,,,,,,,,,1000.00,,,,,,,7702402050715,,,,,,1,Presentacion,Unidad,,
,simple,7702007212402,JUMBO  MANI 100 GR,1,,visible,,,,,,,1,15,,,,,,,,,,,4000.00,,,,,,,,,,,,,,,,,
,simple,100012843,DIGESTAR 500 MG 50 CAPSULAS,1,,visible,,,,,,,1,2,,,,,,,,,,,29900.00,,,,,,,,,,,,,,,,,
,simple,G100012843,DIGESTAR 500 MG 50 CAPSULAS,1,,visible,,,,,,,1,1,,,,,,,,,,,28900.00,,,,,,,,,,,,,,,,,
,simple,100007825,LOVASTATINA 20 MG 20 TABLETAS AG,1,,visible,,,,,,,1,6,,,,,,,,,,,3900.00,,,,,,,,,,,,,,,,,
,simple,200025316,TOA.TENA MUJER MINI ALAS 10 UDS,1,,visible,,,,,,,1,2,,,,,,,,,,,7500.00,,,,,,,,,,,,,,,,,
,simple,200034281,BOLSA AGUA CALIENTE 2 LITROS ICOM,1,,visible,,,,,,,1,1,,,,,,,,,,,21800.00,,,,,,,,,,,,,,,,,
,simple,200027100,UNESIA CREMA ANTIMICOTICO 20 GR,1,,visible,,,,,,,1,2,,,,,,,,,,,18900.00,,,,,,,,,,,,,,,,,
,simple,100002024,ZINNAT 500 MG 10 TABLETAS (M),1,,visible,,,,,,,1,1,,,,,,,,,,,39800.00,,,,,,,,,,,,,,,,,
,simple,7702149093075,VASO SUNDAE VLLA/FRUTOS ROJO X 6 UND ,1,,visible,,,,,,,1,7,,,,,,,,,,,2500.00,,,,,,,,,,,,,,,,,
,simple,100023237,BENIDETIL SPRAY 120 ML ICOM,1,,visible,,,,,,,1,4,,,,,,,,,,,18000.00,,,,,,,,,,,,,,,,,
,simple,7702123011200,TALCO MEXSANA LADY 300 GR+85 GR P.E.IVA,1,,visible,,,,,,,1,1,,,,,,,,,,,24800.00,,,,,,,,,,,,,,,,,
,simple,100002436,AMOXICILINA 250 MG SUSPENSION 100 ML LS,1,,visible,,,,,,,1,1,,,,,,,,,,,7900.00,,,,,,,,,,,,,,,,,
,simple,7509552842951,BASE VOGUE 30 ML ,1,,visible,,,,,,,1,9,,,,,,,,,,,6800.00,,,,,,,,,,,,,,,,,
,simple,100016014,BETOPROLOL 50 MG 30 TABLETAS,1,,visible,,,,,,,1,4,,,,,,,,,,,5900.00,,,,,,,,,,,,,,,,,
,simple,200036181,REMOVEDOR SOTTILE KERATINA 40 ML ICOM,1,,visible,,,,,,,1,5,,,,,,,,,,,3500.00,,,,,,,,,,,,,,,,,
,variable,7704768000540,ROXIDIL MASTIC.VIT.C+ZINC .100 TAB,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7704768000540-Caja,ROXIDIL MASTIC.VIT.C+ZINC .100 TAB - Caja,1,,visible,,,,,,,1,5,,,,,,,,,,,40000.00,,,,,,,7704768000540,,,,,,1,Presentacion,Caja,,
,variation,7704768000540-Blister,ROXIDIL MASTIC.VIT.C+ZINC .100 TAB - Blister,1,,visible,,,,,,,1,9,,,,,,,,,,,4000.00,,,,,,,7704768000540,,,,,,1,Presentacion,Blister,,
,simple,5000167090130,STREPSILS INTENS.NARANJA SIN AZUC.16 TAB,1,,visible,,,,,,,1,5,,,,,,,,,,,18900.00,,,,,,,,,,,,,,,,,
,variable,100010371,CONGESTEX 60 CAPSULAS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100010371-Caja,CONGESTEX 60 CAPSULAS - Caja,1,,visible,,,,,,,1,24,,,,,,,,,,,55900.00,,,,,,,100010371,,,,,,1,Presentacion,Caja,,
,variation,100010371-Blister,CONGESTEX 60 CAPSULAS - Blister,1,,visible,,,,,,,1,32,,,,,,,,,,,4000.00,,,,,,,100010371,,,,,,1,Presentacion,Blister,,
,variation,100010371-Unidad,CONGESTEX 60 CAPSULAS - Unidad,1,,visible,,,,,,,1,2,,,,,,,,,,,1500.00,,,,,,,100010371,,,,,,1,Presentacion,Unidad,,
,variable,C100010371,CONGESTEX 60 CAPSULAS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,C100010371-Caja,CONGESTEX 60 CAPSULAS - Caja,1,,visible,,,,,,,1,6,,,,,,,,,,,58000.00,,,,,,,C100010371,,,,,,1,Presentacion,Caja,,
,variation,C100010371-Blister,CONGESTEX 60 CAPSULAS - Blister,1,,visible,,,,,,,1,14,,,,,,,,,,,4500.00,,,,,,,C100010371,,,,,,1,Presentacion,Blister,,
,variation,C100010371-Unidad,CONGESTEX 60 CAPSULAS - Unidad,1,,visible,,,,,,,1,8,,,,,,,,,,,900.00,,,,,,,C100010371,,,,,,1,Presentacion,Unidad,,
,variable,G100010371,CONGESTEX 60 CAPSULAS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,G100010371-Caja,CONGESTEX 60 CAPSULAS - Caja,1,,visible,,,,,,,1,2,,,,,,,,,,,52900.00,,,,,,,G100010371,,,,,,1,Presentacion,Caja,,
,variation,G100010371-Blister,CONGESTEX 60 CAPSULAS - Blister,1,,visible,,,,,,,1,14,,,,,,,,,,,3800.00,,,,,,,G100010371,,,,,,1,Presentacion,Blister,,
,variation,G100010371-Unidad,CONGESTEX 60 CAPSULAS - Unidad,1,,visible,,,,,,,1,10,,,,,,,,,,,1000.00,,,,,,,G100010371,,,,,,1,Presentacion,Unidad,,
,simple,7506309866499,VICK CHERRY DROPS 24 SBS 5 PASTILLAS,1,,visible,,,,,,,1,18,,,,,,,,,,,1900.00,,,,,,,,,,,,,,,,,
,simple,100001965,LECHE DE MAGNESIA PHILLIPS 120 ML,1,,visible,,,,,,,1,3,,,,,,,,,,,5900.00,,,,,,,,,,,,,,,,,
,simple,C100001965,LECHE DE MAGNESIA PHILLIPS 120 ML,1,,visible,,,,,,,1,2,,,,,,,,,,,6500.00,,,,,,,,,,,,,,,,,
,simple,100001919,DOLEX JARABE NINOS 90 ML,1,,visible,,,,,,,1,2,,,,,,,,,,,10900.00,,,,,,,,,,,,,,,,,
,simple,C100001919,DOLEX JARABE NINOS 90 ML,1,,visible,,,,,,,1,16,,,,,,,,,,,10900.00,,,,,,,,,,,,,,,,,
,simple,7702783000255,MEDIAS SAMSARA ,1,,visible,,,,,,,1,26,,,,,,,,,,,9900.00,,,,,,,,,,,,,,,,,
,simple,7703153022839,QUETIAPINA 100 MG 30 TBS PC (M)55800,1,,visible,,,,,,,1,2,,,,,,,,,,,35000.00,,,,,,,,,,,,,,,,,
,simple,707019312607,SUPRIBAC F X 10 TAB ,1,,visible,,,,,,,1,2,,,,,,,,,,,15900.00,,,,,,,,,,,,,,,,,
,simple,200034000,CRE.COLGATE TR.ACC.EXT.BLA.60 ML MEG.CRE,1,,visible,,,,,,,1,5,,,,,,,,,,,2900.00,,,,,,,,,,,,,,,,,
,simple,200036546,CRE.DEN.COLGATE TRI.ACC XTRA FRESC.63ML,1,,visible,,,,,,,1,20,,,,,,,,,,,2800.00,,,,,,,,,,,,,,,,,
,simple,7702006202930,CHA.SAVITAL MULTIVITAMINAS 550 ML,1,,visible,,,,,,,1,3,,,,,,,,,,,14500.00,,,,,,,,,,,,,,,,,
,simple,7704768002957,CEPILLO DENTAL ADULTO  ANDES LB,1,,visible,,,,,,,1,6,,,,,,,,,,,2900.00,,,,,,,,,,,,,,,,,
,simple,7707288825211,SULZINC 20 MG 30 TABLETAS  ,1,,visible,,,,,,,1,1,,,,,,,,,,,26500.00,,,,,,,,,,,,,,,,,
,simple,100005931,NORFLOXACINA 400 MG 14 TABLETAS MK,1,,visible,,,,,,,1,5,,,,,,,,,,,7900.00,,,,,,,,,,,,,,,,,
,simple,100022802,CIRUELAX MINITABS 20 COMPRIMIDOS,1,,visible,,,,,,,1,2,,,,,,,,,,,14500.00,,,,,,,,,,,,,,,,,
,simple,7803510002129,CIRUELAX MINITABS 20 COMPRIMIDOS,1,,visible,,,,,,,1,2,,,,,,,,,,,9600.00,,,,,,,,,,,,,,,,,
,simple,100004141,CONCOR 2.5 MG 30 TABLETAS (T) (M),1,,visible,,,,,,,1,1,,,,,,,,,,,11500.00,,,,,,,,,,,,,,,,,
,variable,7707019337105,MEXICAN 7.5 MG X 30  TAB ,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7707019337105-Caja,MEXICAN 7.5 MG X 30  TAB  - Caja,1,,visible,,,,,,,1,1,,,,,,,,,,,19800.00,,,,,,,7707019337105,,,,,,1,Presentacion,Caja,,
,variation,7707019337105-Blister,MEXICAN 7.5 MG X 30  TAB  - Blister,1,,visible,,,,,,,1,4,,,,,,,,,,,6000.00,,,,,,,7707019337105,,,,,,1,Presentacion,Blister,,
,simple,7702870680278,LUMBAL MAX 250 MG 36 TABLETAS,1,,visible,,,,,,,1,4,,,,,,,,,,,1500.00,,,,,,,,,,,,,,,,,
,variable,7704768005163,ACETAMINOFEN ICOM 500MG,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7704768005163-Caja,ACETAMINOFEN ICOM 500MG - Caja,1,,visible,,,,,,,1,7,,,,,,,,,,,7900.00,,,,,,,7704768005163,,,,,,1,Presentacion,Caja,,
,variation,7704768005163-Blister,ACETAMINOFEN ICOM 500MG - Blister,1,,visible,,,,,,,1,3,,,,,,,,,,,1000.00,,,,,,,7704768005163,,,,,,1,Presentacion,Blister,,
,variable,7804622440816,TAPABOCAS(CENTRO),1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7804622440816-Caja,TAPABOCAS(CENTRO) - Caja,1,,visible,,,,,,,1,7,,,,,,,,,,,16000.00,,,,,,,7804622440816,,,,,,1,Presentacion,Caja,,
,variation,7804622440816-Unidad,TAPABOCAS(CENTRO) - Unidad,1,,visible,,,,,,,1,30,,,,,,,,,,,600.00,,,,,,,7804622440816,,,,,,1,Presentacion,Unidad,,
,simple,100016320,ASPIRINA 100 MG 140 TBS,1,,visible,,,,,,,1,5,,,,,,,,,,,52900.00,,,,,,,,,,,,,,,,,
,variable,G100016320,ASPIRINA 100 MG 140 TBS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,G100016320-Caja,ASPIRINA 100 MG 140 TBS - Caja,1,,visible,,,,,,,1,3,,,,,,,,,,,51900.00,,,,,,,G100016320,,,,,,1,Presentacion,Caja,,
,variation,G100016320-Blister,ASPIRINA 100 MG 140 TBS - Blister,1,,visible,,,,,,,1,4,,,,,,,,,,,10900.00,,,,,,,G100016320,,,,,,1,Presentacion,Blister,,
,variation,G100016320-Unidad,ASPIRINA 100 MG 140 TBS - Unidad,1,,visible,,,,,,,1,27,,,,,,,,,,,400.00,,,,,,,G100016320,,,,,,1,Presentacion,Unidad,,
,simple,200028762,PAN.HUGGIES ACTIVE SEC ET.3 GDE 50 UDS,1,,visible,,,,,,,1,4,,,,,,,,,,,29900.00,,,,,,,,,,,,,,,,,
,simple,7702425801561,PAN.HUGGIES ACTIVE SEC ET.3 GDE 50 UDS,1,,visible,,,,,,,1,7,,,,,,,,,,,34000.00,,,,,,,,,,,,,,,,,
,simple,G200028762,PAN.HUGGIES ACTIVE SEC ET.3 GDE 50 UDS,1,,visible,,,,,,,1,4,,,,,,,,,,,24900.00,,,,,,,,,,,,,,,,,
,simple,100012346,COMPLEJO B 300 TABLETAS LP,1,,visible,,,,,,,1,7,,,,,,,,,,,1200.00,,,,,,,,,,,,,,,,,
,variable,100012357,LORATADINA 10 MG 400 TABLETAS LP,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,100012357-Caja,LORATADINA 10 MG 400 TABLETAS LP - Caja,1,,visible,,,,,,,1,1,,,,,,,,,,,54900.00,,,,,,,100012357,,,,,,1,Presentacion,Caja,,
,variation,100012357-Blister,LORATADINA 10 MG 400 TABLETAS LP - Blister,1,,visible,,,,,,,1,6,,,,,,,,,,,1500.00,,,,,,,100012357,,,,,,1,Presentacion,Blister,,
,simple,G7709071926723,OMEPRAZOL 20 MG X 300 CPS,1,,visible,,,,,,,1,9,,,,,,,,,,,3000.00,,,,,,,,,,,,,,,,,
,variable,1204,CONO CHOCOCONO ,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,1204-Caja,CONO CHOCOCONO  - Caja,1,,visible,,,,,,,1,2,,,,,,,,,,,35900.00,,,,,,,1204,,,,,,1,Presentacion,Caja,,
,variation,1204-Unidad,CONO CHOCOCONO  - Unidad,1,,visible,,,,,,,1,22,,,,,,,,,,,1500.00,,,,,,,1204,,,,,,1,Presentacion,Unidad,,
,variable,G7703712030718,AMOXICILINA 500 MG * 100 CAP,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,G7703712030718-Caja,AMOXICILINA 500 MG * 100 CAP - Caja,1,,visible,,,,,,,1,1,,,,,,,,,,,44000.00,,,,,,,G7703712030718,,,,,,1,Presentacion,Caja,,
,variation,G7703712030718-Blister,AMOXICILINA 500 MG * 100 CAP - Blister,1,,visible,,,,,,,1,7,,,,,,,,,,,4200.00,,,,,,,G7703712030718,,,,,,1,Presentacion,Blister,,
,variable,228,SHAMPOO SUTDO  SOBRES,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,228-Caja,SHAMPOO SUTDO  SOBRES - Caja,1,,visible,,,,,,,1,5,,,,,,,,,,,14900.00,,,,,,,228,,,,,,1,Presentacion,Caja,,
,variation,228-Unidad,SHAMPOO SUTDO  SOBRES - Unidad,1,,visible,,,,,,,1,17,,,,,,,,,,,700.00,,,,,,,228,,,,,,1,Presentacion,Unidad,,
,variable,G7703712030350,IBUPROFENO 800 MG COASPHARMA,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,G7703712030350-Caja,IBUPROFENO 800 MG COASPHARMA - Caja,1,,visible,,,,,,,1,3,,,,,,,,,,,13900.00,,,,,,,G7703712030350,,,,,,1,Presentacion,Caja,,
,variation,G7703712030350-Blister,IBUPROFENO 800 MG COASPHARMA - Blister,1,,visible,,,,,,,1,5,,,,,,,,,,,2500.00,,,,,,,G7703712030350,,,,,,1,Presentacion,Blister,,
,variable,1202,HELADO CASERO SURTIDO ,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,1202-Caja,HELADO CASERO SURTIDO  - Caja,1,,visible,,,,,,,1,4,,,,,,,,,,,25100.00,,,,,,,1202,,,,,,1,Presentacion,Caja,,
,variation,1202-Unidad,HELADO CASERO SURTIDO  - Unidad,1,,visible,,,,,,,1,17,,,,,,,,,,,1000.00,,,,,,,1202,,,,,,1,Presentacion,Unidad,,
,variable,7704768002452,VITAMINA E 400UI X150CAP IC,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7704768002452-Caja,VITAMINA E 400UI X150CAP IC - Caja,1,,visible,,,,,,,1,2,,,,,,,,,,,54900.00,,,,,,,7704768002452,,,,,,1,Presentacion,Caja,,
,variation,7704768002452-Blister,VITAMINA E 400UI X150CAP IC - Blister,1,,visible,,,,,,,1,6,,,,,,,,,,,5000.00,,,,,,,7704768002452,,,,,,1,Presentacion,Blister,,
,simple,7703038767879,ZOPICLONA 7.5 MG 50 TABLETAS LP,1,,visible,,,,,,,1,12,,,,,,,,,,,1000.00,,,,,,,,,,,,,,,,,
,variable,G7704768002971,GASA ESTERIL FAST CARE,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,G7704768002971-Blister,GASA ESTERIL FAST CARE - Blister,1,,visible,,,,,,,1,10,,,,,,,,,,,1000.00,,,,,,,G7704768002971,,,,,,1,Presentacion,Blister,,
,variation,G7704768002971-Unidad,GASA ESTERIL FAST CARE - Unidad,1,,visible,,,,,,,1,6,,,,,,,,,,,100.00,,,,,,,G7704768002971,,,,,,1,Presentacion,Unidad,,
,simple,7703712030534,PREDNISOLONA 5 MG,1,,visible,,,,,,,1,8,,,,,,,,,,,3000.00,,,,,,,,,,,,,,,,,
,variable,7706462000000,NIMESULIDA 100 MG 10 TABLETAS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7706462000000-Caja,NIMESULIDA 100 MG 10 TABLETAS - Caja,1,,visible,,,,,,,1,14,,,,,,,,,,,5000.00,,,,,,,7706462000000,,,,,,1,Presentacion,Caja,,
,variation,7706462000000-Unidad,NIMESULIDA 100 MG 10 TABLETAS - Unidad,1,,visible,,,,,,,1,3,,,,,,,,,,,1000.00,,,,,,,7706462000000,,,,,,1,Presentacion,Unidad,,
,variable,7703252035457,CURAS MEDICARE COLOR PIEL 100 UDS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7703252035457-Caja,CURAS MEDICARE COLOR PIEL 100 UDS - Caja,1,,visible,,,,,,,1,2,,,,,,,,,,,8500.00,,,,,,,7703252035457,,,,,,1,Presentacion,Caja,,
,variation,7703252035457-Unidad,CURAS MEDICARE COLOR PIEL 100 UDS - Unidad,1,,visible,,,,,,,1,23,,,,,,,,,,,100.00,,,,,,,7703252035457,,,,,,1,Presentacion,Unidad,,
,variable,7701021111821,WINNY ULT SEC ET3 X30,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7701021111821-Caja,WINNY ULT SEC ET3 X30 - Caja,1,,visible,,,,,,,1,5,,,,,,,,,,,21900.00,,,,,,,7701021111821,,,,,,1,Presentacion,Caja,,
,variation,7701021111821-Unidad,WINNY ULT SEC ET3 X30 - Unidad,1,,visible,,,,,,,1,8,,,,,,,,,,,800.00,,,,,,,7701021111821,,,,,,1,Presentacion,Unidad,,
,variable,7702195207716,CEFALEXINA 500 MG 100 CAPSULAS RC,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,7702195207716-Caja,CEFALEXINA 500 MG 100 CAPSULAS RC - Caja,1,,visible,,,,,,,1,2,,,,,,,,,,,50000.00,,,,,,,7702195207716,,,,,,1,Presentacion,Caja,,
,variation,7702195207716-Blister,CEFALEXINA 500 MG 100 CAPSULAS RC - Blister,1,,visible,,,,,,,1,3,,,,,,,,,,,5000.00,,,,,,,7702195207716,,,,,,1,Presentacion,Blister,,
,variation,7702195207716-Unidad,CEFALEXINA 500 MG 100 CAPSULAS RC - Unidad,1,,visible,,,,,,,1,1,,,,,,,,,,,700.00,,,,,,,7702195207716,,,,,,1,Presentacion,Unidad,,
,simple,G7703153028503,LEVOTIROXINA 50 X 100 TAB,1,,visible,,,,,,,1,6,,,,,,,,,,,2000.00,,,,,,,,,,,,,,,,,
,variable,1201,HELADO ARTESANAL SURTIDO ,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,1201-Caja,HELADO ARTESANAL SURTIDO  - Caja,1,,visible,,,,,,,1,3,,,,,,,,,,,42300.00,,,,,,,1201,,,,,,1,Presentacion,Caja,,
,variation,1201-Unidad,HELADO ARTESANAL SURTIDO  - Unidad,1,,visible,,,,,,,1,6,,,,,,,,,,,1700.00,,,,,,,1201,,,,,,1,Presentacion,Unidad,,
,simple,7702184011928,ACIDO  FOLICO X 300 TABLE,1,,visible,,,,,,,1,23,,,,,,,,,,,1000.00,,,,,,,,,,,,,,,,,
,variable,229,DESODORANTES SOBRES SURTIDOS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,229-Caja,DESODORANTES SOBRES SURTIDOS - Caja,1,,visible,,,,,,,1,19,,,,,,,,,,,13800.00,,,,,,,229,,,,,,1,Presentacion,Caja,,
,variation,229-Unidad,DESODORANTES SOBRES SURTIDOS - Unidad,1,,visible,,,,,,,1,14,,,,,,,,,,,800.00,,,,,,,229,,,,,,1,Presentacion,Unidad,,
,variable,650240000010,X- RAY DOL 48 TAB ,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,650240000010-Blister,X- RAY DOL 48 TAB  - Blister,1,,visible,,,,,,,1,2,,,,,,,,,,,13900.00,,,,,,,650240000010,,,,,,1,Presentacion,Blister,,
,variation,650240000010-Unidad,X- RAY DOL 48 TAB  - Unidad,1,,visible,,,,,,,1,2,,,,,,,,,,,1400.00,,,,,,,650240000010,,,,,,1,Presentacion,Unidad,,
,variable,G100016164,NOXPIRIN PLUS 100 CAPSULAS,1,,visible,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,Presentacion,"Caja, Blister, Unidad",,
,variation,G100016164-Blister,NOXPIRIN PLUS 100 CAPSULAS - Blister,1,,visible,,,,,,,1,19,,,,,,,,,,,3400.00,,,,,,,G100016164,,,,,,1,Presentacion,Blister,,
